learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.330922853,3.2881080633505354E-9,10000.0,79.57,69.36921360381142,69.13897280966768,68.5595567867036,10000.0,38408.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.479907727,5.261792068115125E-9,20000.0,79.75999999999999,69.65614187048986,69.7209963348044,69.16279424087757,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.59180441,6.74414854829924E-9,30000.0,79.77,69.66348754945341,69.72614356262781,69.29109952942366,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.703961894,8.562358377257155E-9,40000.0,79.825,69.74794590192734,69.68900240384616,69.43529144415407,40000.0,62664.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
50000.0,0.846580266,1.2241279963797165E-8,50000.0,80.22399999999999,70.34348704174232,70.25628684875466,70.07263922518159,50000.0,99712.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
60000.0,0.981087808,1.7035498620557288E-8,60000.0,80.46833333333333,70.71080805015019,70.62539165308937,70.4416475395364,60000.0,137776.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
70000.0,1.094468648,2.1501191951239275E-8,70000.0,80.51142857142857,70.77443168405884,70.66993464052287,70.5299086215463,70000.0,152248.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0
80000.0,1.198825875,2.5611475246215447E-8,80000.0,80.69375,71.04821312762775,70.96040311360132,70.8116791080034,80000.0,152248.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0
90000.0,1.31950505,3.072227956482106E-8,90000.0,80.81444444444445,71.23118657070123,71.17266018898795,70.97690523414126,90000.0,163704.0,25.0,13.0,13.0,5.0,0.0,0.0,1.0
100000.0,1.432107802,3.6236317080938153E-8,100000.0,80.974,71.46747850017444,71.40882109850477,71.26806505685678,100000.0,189288.0,29.0,15.0,15.0,6.0,0.0,0.0,1.0
110000.0,1.535531608,4.164334573318147E-8,110000.0,81.08363636363637,71.63200675126114,71.59278624964165,71.43563133185076,110000.0,202088.0,31.0,16.0,16.0,6.0,0.0,0.0,1.0
120000.0,1.636414725,4.7853961795022084E-8,120000.0,81.19416666666666,71.79618828765383,71.75134878015197,71.63096495197867,120000.0,237968.0,37.0,19.0,19.0,6.0,0.0,0.0,1.0
130000.0,1.728857815,5.387119063926653E-8,130000.0,81.37076923076924,72.05945958572761,72.04787571703928,71.92929585627354,130000.0,251608.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
140000.0,1.82471325,6.067810664956354E-8,140000.0,81.51071428571429,72.26841300312945,72.2686464828266,72.16038030092817,140000.0,274496.0,43.0,22.0,22.0,7.0,0.0,0.0,1.0
